epoch,batch,train_loss,val_loss
39.0,0.0,1.2525320053100586,
39.0,1.0,1.2974796295166016,3.1101608276367188
40.0,0.0,1.235426902770996,
40.0,1.0,1.0849264860153198,3.040717363357544
41.0,0.0,1.2459259033203125,
41.0,1.0,0.8260802030563354,2.977133274078369
42.0,0.0,1.184446096420288,
42.0,1.0,0.7348713874816895,2.9193837642669678
43.0,0.0,0.9636765122413635,
43.0,1.0,0.9663664102554321,2.867184638977051
44.0,0.0,0.7773386240005493,
44.0,1.0,1.14243745803833,2.817781925201416
45.0,0.0,0.7356202006340027,
45.0,1.0,1.05085027217865,2.7702181339263916
46.0,0.0,0.8848245739936829,
46.0,1.0,0.5935787558555603,2.722996950149536
47.0,0.0,0.7210039496421814,
47.0,1.0,0.7667025923728943,2.678110361099243
48.0,0.0,0.766696572303772,
48.0,1.0,0.5344192981719971,2.6369025707244873
49.0,0.0,0.6481887102127075,
49.0,1.0,0.635784924030304,2.5993154048919678
50.0,0.0,0.6149113774299622,
50.0,1.0,0.5828689336776733,2.5642778873443604
51.0,0.0,0.5936275124549866,
51.0,1.0,0.514082670211792,2.532273292541504
52.0,0.0,0.5397651195526123,
52.0,1.0,0.5183889865875244,2.502427101135254
53.0,0.0,0.42415156960487366,
53.0,1.0,0.650619387626648,2.475470781326294
54.0,0.0,0.516183614730835,
54.0,1.0,0.3833865225315094,2.4508185386657715
55.0,0.0,0.40234437584877014,
55.0,1.0,0.5242122411727905,2.4281556606292725
56.0,0.0,0.44722115993499756,
56.0,1.0,0.36000221967697144,2.407066822052002
57.0,0.0,0.4377775192260742,
57.0,1.0,0.3089642822742462,2.387589931488037
58.0,0.0,0.39226841926574707,
58.0,1.0,0.3309295177459717,2.369939088821411
59.0,0.0,0.2967976927757263,
59.0,1.0,0.458692342042923,2.3538153171539307
60.0,0.0,0.38025739789009094,
60.0,1.0,0.23776990175247192,2.338308572769165
61.0,0.0,0.29081571102142334,
61.0,1.0,0.3602076768875122,2.3233869075775146
62.0,0.0,0.2636181116104126,
62.0,1.0,0.3639551103115082,2.308898687362671
63.0,0.0,0.3188183605670929,
63.0,1.0,0.20890527963638306,2.2954936027526855
64.0,0.0,0.3107169270515442,
64.0,1.0,0.18052873015403748,2.283008098602295
65.0,0.0,0.23258671164512634,
65.0,1.0,0.29385867714881897,2.271460771560669
66.0,0.0,0.2535744905471802,
66.0,1.0,0.21348616480827332,2.260401487350464
67.0,0.0,0.16162532567977905,
67.0,1.0,0.3580916225910187,2.2501418590545654
68.0,0.0,0.17661212384700775,
68.0,1.0,0.29471805691719055,2.239694595336914
69.0,0.0,0.20217964053153992,
69.0,1.0,0.2115827053785324,2.229827880859375
70.0,0.0,0.20694181323051453,
70.0,1.0,0.1714283525943756,2.220229387283325
71.0,0.0,0.1467427909374237,
71.0,1.0,0.2602027952671051,2.2112514972686768
72.0,0.0,0.14599046111106873,
72.0,1.0,0.23426616191864014,2.2030222415924072
73.0,0.0,0.13262270390987396,
73.0,1.0,0.23410895466804504,2.1951558589935303
74.0,0.0,0.1335921585559845,
74.0,1.0,0.20773397386074066,2.1876232624053955
75.0,0.0,0.15989144146442413,
75.0,1.0,0.13311141729354858,2.180727005004883
76.0,0.0,0.14955639839172363,
76.0,1.0,0.13093264400959015,2.1740472316741943
77.0,0.0,0.14949876070022583,
77.0,1.0,0.11077145487070084,2.1674230098724365
78.0,0.0,0.14104406535625458,
78.0,1.0,0.10815165936946869,2.1606361865997314
79.0,0.0,0.1232064962387085,
79.0,1.0,0.12516562640666962,2.1541693210601807
80.0,0.0,0.14042165875434875,
80.0,1.0,0.07548819482326508,2.1479921340942383
81.0,0.0,0.08562837541103363,
81.0,1.0,0.1668844223022461,2.142031669616699
82.0,0.0,0.09873192012310028,
82.0,1.0,0.12696757912635803,2.1365227699279785
83.0,0.0,0.10367269814014435,
83.0,1.0,0.10336999595165253,2.1314008235931396
84.0,0.0,0.11051589995622635,
84.0,1.0,0.07719259709119797,2.1266026496887207
85.0,0.0,0.07064248621463776,
85.0,1.0,0.14270885288715363,2.1218643188476562
86.0,0.0,0.10796882212162018,
86.0,1.0,0.05862119793891907,2.1175105571746826
87.0,0.0,0.07578536868095398,
87.0,1.0,0.11053650826215744,2.113189220428467
88.0,0.0,0.08621996641159058,
88.0,1.0,0.07998274266719818,2.1087827682495117
89.0,0.0,0.08402283489704132,
89.0,1.0,0.07468593120574951,2.104423761367798
90.0,0.0,0.08566087484359741,
90.0,1.0,0.06268531084060669,2.099996566772461
91.0,0.0,0.08329044282436371,
91.0,1.0,0.05890204757452011,2.0956380367279053
92.0,0.0,0.07286594808101654,
92.0,1.0,0.0713706761598587,2.0912976264953613
93.0,0.0,0.08157898485660553,
93.0,1.0,0.046936996281147,2.087245464324951
94.0,0.0,0.0735679566860199,
94.0,1.0,0.055798787623643875,2.0834004878997803
95.0,0.0,0.07163632661104202,
95.0,1.0,0.0530342161655426,2.0795400142669678
96.0,0.0,0.06739859282970428,
96.0,1.0,0.05527050048112869,2.0757815837860107
97.0,0.0,0.05334389954805374,
97.0,1.0,0.07705250382423401,2.072064161300659
98.0,0.0,0.04837818443775177,
98.0,1.0,0.08124462515115738,2.0685689449310303
99.0,0.0,0.06156609207391739,
99.0,1.0,0.04999461770057678,2.0652787685394287
99.0,1.0,0.04999461770057678,2.0113024711608887
