epoch,batch,train_loss,val_loss
55,1,0.34547853469848633,2.89877986907959
56,0,0.3117262125015259,
56,1,0.24909627437591553,2.8875489234924316
57,0,0.29501622915267944,
57,1,0.2233482152223587,2.8764374256134033
58,0,0.24604323506355286,
58,1,0.26521819829940796,2.8661608695983887
59,0,0.25136494636535645,
59,1,0.20516502857208252,2.857954263687134
60,0,0.20583859086036682,
60,1,0.24902239441871643,2.8509151935577393
61,0,0.19778189063072205,
61,1,0.2228410542011261,2.8437540531158447
62,0,0.1739184856414795,
62,1,0.23084093630313873,2.8368372917175293
63,0,0.2015715390443802,
63,1,0.14140847325325012,2.8308398723602295
64,0,0.15521593391895294,
64,1,0.19856035709381104,2.8264739513397217
65,0,0.1695995330810547,
65,1,0.1410202533006668,2.8231141567230225
66,0,0.17152808606624603,
66,1,0.10981370508670807,2.8202831745147705
67,0,0.15776266157627106,
67,1,0.1111837700009346,2.8180036544799805
68,0,0.1472301334142685,
68,1,0.10925585776567459,2.8158388137817383
69,0,0.14877310395240784,
69,1,0.08520805835723877,2.8141207695007324
70,0,0.11351989209651947,
70,1,0.134406179189682,2.812535285949707
71,0,0.12148085981607437,
71,1,0.10169453173875809,2.8112494945526123
72,0,0.10764389485120773,
72,1,0.11196732521057129,2.8102705478668213
73,0,0.09258602559566498,
73,1,0.12630362808704376,2.809501886367798
74,0,0.09019461274147034,
74,1,0.11682672798633575,2.808361768722534
75,0,0.11414835602045059,
75,1,0.057012803852558136,2.8069264888763428
76,0,0.07884319126605988,
76,1,0.11330100893974304,2.8055598735809326
77,0,0.08540014922618866,
77,1,0.08928348869085312,2.804349422454834
78,0,0.08232569694519043,
78,1,0.0845230370759964,2.802917718887329
79,0,0.07909330725669861,
79,1,0.08067133277654648,2.801332950592041
80,0,0.07703252881765366,
80,1,0.07538669556379318,2.799942970275879
81,0,0.0753055214881897,
81,1,0.07022597640752792,2.7987029552459717
82,0,0.07440456748008728,
82,1,0.06381180137395859,2.797457456588745
83,0,0.06833671033382416,
83,1,0.06796536594629288,2.7962095737457275
84,0,0.07133643329143524,
84,1,0.05498924106359482,2.7949330806732178
85,0,0.06491287052631378,
85,1,0.060902614146471024,2.794185161590576
86,0,0.06872113049030304,
86,1,0.04719690978527069,2.7939844131469727
87,0,0.060072820633649826,
87,1,0.05833345651626587,2.7937748432159424
88,0,0.06404423713684082,
88,1,0.04495611786842346,2.7935032844543457
89,0,0.05787637084722519,
89,1,0.05190861225128174,2.7933249473571777
90,0,0.05390336737036705,
90,1,0.05480818450450897,2.793297529220581
91,0,0.05286184698343277,
91,1,0.052152007818222046,2.793485403060913
92,0,0.045133572071790695,
92,1,0.06290704756975174,2.7938334941864014
93,0,0.045800838619470596,
93,1,0.05734644830226898,2.7943732738494873
94,0,0.04352087527513504,
94,1,0.05770530551671982,2.7949647903442383
95,0,0.03747342899441719,
95,1,0.06569918245077133,2.7955403327941895
96,0,0.04869578406214714,
96,1,0.0397515669465065,2.7956812381744385
97,0,0.04462051764130592,
97,1,0.044197455048561096,2.7960076332092285
98,0,0.04349493980407715,
98,1,0.04290109872817993,2.7963719367980957
99,0,0.04373137652873993,
99,1,0.03914671391248703,2.796996831893921
99,1,0.03914671391248703,1.840152621269226
