epoch,batch,train_loss,val_loss
0.0,0.0,7.607812881469727,
0.0,1.0,7.342968463897705,
0.0,2.0,7.207471370697021,
0.0,3.0,7.1565117835998535,
0.0,4.0,6.7667975425720215,
0.0,5.0,6.7888922691345215,
0.0,6.0,6.538280487060547,
0.0,7.0,6.402456760406494,
0.0,8.0,6.160590171813965,
0.0,9.0,6.008002758026123,
0.0,10.0,5.816362380981445,
0.0,11.0,5.590618133544922,
0.0,12.0,5.2563982009887695,5.503794031504186
1.0,0.0,5.249675750732422,
1.0,1.0,5.147672653198242,
1.0,2.0,4.921404838562012,
1.0,3.0,4.920613765716553,
1.0,4.0,4.520271301269531,
1.0,5.0,4.34434175491333,
1.0,6.0,4.3126606941223145,
1.0,7.0,4.035747528076172,
1.0,8.0,4.012942790985107,
1.0,9.0,3.734018325805664,
1.0,10.0,3.615114450454712,
1.0,11.0,3.5391571521759038,
1.0,12.0,3.63353443145752,3.375137810736794
2.0,0.0,3.370184898376465,
2.0,1.0,3.0455172061920166,
2.0,2.0,2.9703638553619385,
2.0,3.0,3.0653090476989746,
2.0,4.0,2.9362919330596924,
2.0,5.0,2.715710401535034,
2.0,6.0,2.702221632003784,
2.0,7.0,2.551058530807495,
2.0,8.0,2.524430513381958,
2.0,9.0,2.406017541885376,
2.0,10.0,2.314990282058716,
2.0,11.0,2.3131508827209477,
2.0,12.0,2.155529499053955,2.2716219807904934
3.0,0.0,2.104212999343872,
3.0,1.0,2.1789438724517822,
3.0,2.0,1.9690988063812256,
3.0,3.0,1.978371381759644,
3.0,4.0,1.7976607084274292,
3.0,5.0,1.996986389160156,
3.0,6.0,1.7797435522079468,
3.0,7.0,1.6751245260238647,
3.0,8.0,1.6819210052490234,
3.0,9.0,1.545938491821289,
3.0,10.0,1.55571186542511,
3.0,11.0,1.5195691585540771,
3.0,12.0,1.7139118909835815,1.5956362269972293
4.0,0.0,1.6175178289413452,
4.0,1.0,1.3899178504943848,
4.0,2.0,1.4058171510696411,
4.0,3.0,1.230053424835205,
4.0,4.0,1.2629525661468506,
4.0,5.0,1.2191128730773926,
4.0,6.0,1.2200450897216797,
4.0,7.0,1.251987099647522,
4.0,8.0,1.204279899597168,
4.0,9.0,1.1062067747116089,
4.0,10.0,1.166858196258545,
4.0,11.0,1.0674816370010376,
4.0,12.0,1.2058618068695068,1.168808877439549
4.0,12.0,1.2058618068695068,1.4226567228273392
0.0,0.0,8.954773902893066,
0.0,1.0,7.360057830810547,8.072785377502441
1.0,0.0,7.575136184692383,
1.0,1.0,8.953203201293945,7.824208736419678
2.0,0.0,7.594653606414795,
2.0,1.0,7.971884727478027,7.62223482131958
3.0,0.0,7.387746334075928,
3.0,1.0,7.543828010559082,7.4525017738342285
4.0,0.0,7.142199993133545,
4.0,1.0,7.281573295593262,7.304069995880127
5.0,0.0,7.038912296295166,
5.0,1.0,6.804487228393555,7.17169713973999
6.0,0.0,6.841843128204346,
6.0,1.0,6.551303863525391,7.049076557159424
7.0,0.0,6.822431564331055,
7.0,1.0,5.964090347290039,6.931704044342041
8.0,0.0,6.012747287750244,
8.0,1.0,6.961919784545898,6.816946983337402
9.0,0.0,6.267163276672363,
9.0,1.0,5.880997180938721,6.703001499176025
10.0,0.0,5.927943706512451,
10.0,1.0,5.945470333099365,6.588644981384277
11.0,0.0,5.473156452178955,
11.0,1.0,6.254439830780029,6.474461078643799
12.0,0.0,5.541341304779053,
12.0,1.0,5.559487342834473,6.359935283660889
13.0,0.0,5.8267951011657715,
13.0,1.0,4.398886203765869,6.243453502655029
14.0,0.0,5.605006217956543,
14.0,1.0,4.258122444152832,6.125281810760498
15.0,0.0,4.861047744750977,
15.0,1.0,5.155941963195801,6.005397796630859
16.0,0.0,4.749877452850342,
16.0,1.0,4.801011562347412,5.884293556213379
17.0,0.0,4.328564167022705,
