epoch,batch,train_loss,val_loss
79.0,1.0,0.10917779803276062,2.4127631187438965
80.0,0.0,0.13530854880809784,
80.0,1.0,0.10841924697160721,2.410485029220581
81.0,0.0,0.12188408523797989,
81.0,1.0,0.12118726968765259,2.408350706100464
82.0,0.0,0.1173735037446022,
82.0,1.0,0.11734490096569061,2.4065840244293213
83.0,0.0,0.1127692237496376,
83.0,1.0,0.11450371146202087,2.405019521713257
84.0,0.0,0.11205600947141647,
84.0,1.0,0.10467270016670227,2.403559684753418
85.0,0.0,0.09926285594701767,
85.0,1.0,0.11899150162935257,2.4020893573760986
86.0,0.0,0.10981050133705139,
86.0,1.0,0.08804845809936523,2.4011828899383545
87.0,0.0,0.1026526391506195,
87.0,1.0,0.0924755334854126,2.400627851486206
88.0,0.0,0.09866417944431305,
88.0,1.0,0.09106697142124176,2.399521827697754
89.0,0.0,0.09511539340019226,
89.0,1.0,0.08934096246957779,2.3983821868896484
90.0,0.0,0.08377635478973389,
90.0,1.0,0.10338851064443588,2.3972790241241455
91.0,0.0,0.08612431585788727,
91.0,1.0,0.09078406542539597,2.3963429927825928
92.0,0.0,0.08527634292840958,
92.0,1.0,0.08487314730882645,2.395299196243286
93.0,0.0,0.08511889725923538,
93.0,1.0,0.07796043902635574,2.394192695617676
94.0,0.0,0.079918272793293,
94.0,1.0,0.08122032135725021,2.393176317214966
95.0,0.0,0.07980518043041229,
95.0,1.0,0.07489839196205139,2.3919310569763184
96.0,0.0,0.08581500500440598,
96.0,1.0,0.05671828240156174,2.3909964561462402
97.0,0.0,0.06693343818187714,
97.0,1.0,0.0878782868385315,2.3901872634887695
98.0,0.0,0.07726751267910004,
98.0,1.0,0.06173403561115265,2.3892300128936768
99.0,0.0,0.07364276796579361,
99.0,1.0,0.06333700567483902,2.3885421752929688
99.0,1.0,0.06333700567483902,1.6363850831985474
